date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:03:55	2206/2206	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/apple-touch-icon.png	C:/Users/acer/Desktop/test/task/www.classcentral.com/apple-touch-icon.png	(from https://www.classcentral.com/)
18:03:55	975/975	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/favicon-32x32.png	C:/Users/acer/Desktop/test/task/www.classcentral.com/favicon-32x32.png	(from https://www.classcentral.com/)
18:03:55	731/731	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/favicon-16x16.png	C:/Users/acer/Desktop/test/task/www.classcentral.com/favicon-16x16.png	(from https://www.classcentral.com/)
18:03:56	673/673	---M--	200	added ('OK')	application/octet-stream	etag:%2263fb9449-2a1%22	https://www.classcentral.com/site.webmanifest	C:/Users/acer/Desktop/test/task/www.classcentral.com/site.webmanifest	(from https://www.classcentral.com/)
18:03:56	1960/1960	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263fb95f2-7a8%22	https://www.classcentral.com/safari-pinned-tab.svg	C:/Users/acer/Desktop/test/task/www.classcentral.com/safari-pinned-tab.svg	(from https://www.classcentral.com/)
18:03:56	913/913	---MCZ	200	added ('OK')	text/xml	etag:W/%2263fb9449-391%22	https://www.classcentral.com/opensearch.xml	C:/Users/acer/Desktop/test/task/www.classcentral.com/opensearch.xml	(from https://www.classcentral.com/)
18:03:56	1328/1328	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-cyrillic-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:03:56	1328/1328	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek-ext.woff2	(from https://www.classcentral.com/)
18:03:57	1488/1488	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
18:03:57	5588/5588	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
18:03:57	12520/12520	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
18:03:57	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
18:03:57	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:03:58	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
18:03:58	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
18:03:58	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
18:03:58	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
18:03:59	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
18:03:59	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
18:03:59	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:03:59	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
18:04:00	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
18:04:00	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
18:04:00	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
18:04:01	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
18:04:01	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
18:04:01	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:04:01	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
18:04:01	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
18:04:02	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
18:04:02	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
18:04:02	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
18:04:02	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2026%20Feb%202023%2017:25:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/acer/Desktop/test/task/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
18:04:03	990/990	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202023%2017:18:01%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/acer/Desktop/test/task/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
18:04:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2010:04:03%20GMT	http://www.w3.org/2000/svg	C:/Users/acer/Desktop/test/task/www.w3.org/2000/svg.2a.delayed	(from https://www.classcentral.com/)
18:04:04	1503/1503	---M-Z	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80	https://www.w3.org/2000/svg	C:/Users/acer/Desktop/test/task/www.w3.org/2000/svg.html	(from https://www.classcentral.com/)
18:04:35	246137/246137	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Feb%202023%2010:04:05%20GMT	https://www.googletagmanager.com/gtag/js?id=G-C254RZPQ1X	C:/Users/acer/Desktop/test/task/www.googletagmanager.com/gtag/jsc6b4	(from https://www.classcentral.com/)
18:04:35	1181/1181	---MC-	504	error ('Gateway%20Timeout')	text/html		http://www.google-analytics.com/analytics.js	C:/Users/acer/Desktop/test/task/www.google-analytics.com/analytics.2d.delayed	(from https://www.classcentral.com/)
18:04:38	601010/601010	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:37%20GMT	https://www.classcentral.com/rankings	C:/Users/acer/Desktop/test/task/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
18:04:39	593750/593750	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:38%20GMT	https://www.classcentral.com/collections	C:/Users/acer/Desktop/test/task/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
18:04:41	576441/576441	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:39%20GMT	https://www.classcentral.com/subjects	C:/Users/acer/Desktop/test/task/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
18:04:42	899211/899211	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:41%20GMT	https://www.classcentral.com/subject/cs	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
18:04:43	848451/848451	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:42%20GMT	https://www.classcentral.com/subject/health	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
18:04:44	816953/816953	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:43%20GMT	https://www.classcentral.com/subject/maths	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
18:04:46	840801/840801	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:44%20GMT	https://www.classcentral.com/subject/business	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/business.html	(from https://www.classcentral.com/)
18:04:47	826355/826355	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:46%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/humanities.html	(from https://www.classcentral.com/)
18:04:48	805832/805832	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:47%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/engineering.html	(from https://www.classcentral.com/)
18:04:48	7730/7730	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:47%20GMT	https://www.classcentral.com/subject/science	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/science	(from https://www.classcentral.com/)
18:04:48	7740/7740	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:48%20GMT	https://www.classcentral.com/subject/education	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/education	(from https://www.classcentral.com/)
18:04:49	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:49%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/social-sciences.39.delayed	(from https://www.classcentral.com/)
18:04:49	7993/7993	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:49%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/art-and-design.3a.delayed	(from https://www.classcentral.com/)
18:04:51	8155/8155	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:51%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/programming-and-software-development.3c.delayed	(from https://www.classcentral.com/)
18:04:52	844099/844099	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:51%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/data-science.html	(from https://www.classcentral.com/)
18:04:53	7997/7997	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:53%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/personal-development.3d.delayed	(from https://www.classcentral.com/)
18:04:53	7751/7751	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:04:53%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/acer/Desktop/test/task/www.classcentral.com/subject/infosec	(from https://www.classcentral.com/)
18:04:56	3029385/3029385	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:54%20GMT	https://www.classcentral.com/universities	C:/Users/acer/Desktop/test/task/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
18:04:56	169882/169882	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:16%20GMT	https://www.classcentral.com/report/	C:/Users/acer/Desktop/test/task/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
18:04:57	839058/839058	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:55%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/acer/Desktop/test/task/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
18:04:58	4282/4282	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2012:59:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
18:04:59	33057/33057	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2005:47:31%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
18:05:00	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2010:04:26%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
18:05:00	35437/35437	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2012:55:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
18:05:01	198664/198664	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:33%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/acer/Desktop/test/task/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
18:05:01	176859/176859	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:44%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/acer/Desktop/test/task/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
18:05:04	178725/178725	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:45%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/acer/Desktop/test/task/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
18:05:04	153568/153568	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:43%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/acer/Desktop/test/task/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
18:05:04	145443/145443	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:43%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/acer/Desktop/test/task/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
18:05:05	817344/817344	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:05:01%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/acer/Desktop/test/task/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
18:05:06	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2018:29:42%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
18:05:06	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2012:02:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
18:05:06	5751/5751	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Oct%202022%2018:19:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
18:05:06	96645/96645	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2022:23:57%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
18:05:06	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2015:46:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/Users/acer/Desktop/test/task/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
